date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:56:43	4511/4511	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Apr%202025%2007:30:36%20GMT	https://anotapedidosonline.com/produtos/maniaindividual.html/link.href,%20window.location.origin	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/maniaindividual.html/link.href,%20window.location.origin	(from https://anotapedidosonline.com/produtos/maniaindividual.html/index.html)
00:56:43	1464945/1464945	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22165a71-68a9bb8a-6933a7721d578fc2;br%22	https://anotapedidosonline.com/produtos/familiamania.html/js/all.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/familiamania.html/js/all.js	(from https://anotapedidosonline.com/produtos/familiamania.html/index.html)
00:56:45	190956/190956	---M--	200	added ('OK')	image/webp	etag:%222e9ec-68a9bb8b-8275b480aa977021;;;%22	https://anotapedidosonline.com/produtos/maniaindividual.html/images/classico0.webp	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/maniaindividual.html/images/classico0.webp	(from https://anotapedidosonline.com/produtos/maniaindividual.html/index.html)
00:56:46	93432/93432	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2216cf8-68a9bb8b-1590b0587b02d0d3;br%22	https://anotapedidosonline.com/produtos/maniaindividual.html/js/jquery.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/maniaindividual.html/js/jquery.js	(from https://anotapedidosonline.com/produtos/maniaindividual.html/index.html)
00:56:47	46834/46834	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22b6f2-68a9bb8b-4bd7f6ff580848aa;br%22	https://anotapedidosonline.com/produtos/maniaindividual.html/js/deliveryProduto.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/maniaindividual.html/js/deliveryProduto.js	(from https://anotapedidosonline.com/produtos/maniaindividual.html/index.html)
00:56:48	4730/4730	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22127a-68a9bb8b-db72dfbe5741180b;br%22	https://anotapedidosonline.com/produtos/maniaindividual.html/js/jquery-mask.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/maniaindividual.html/js/jquery-mask.js	(from https://anotapedidosonline.com/produtos/maniaindividual.html/index.html)
00:56:50	40826/40826	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%229f7a-68a9bb8b-7692ab595ecaeabb;br%22	https://anotapedidosonline.com/produtos/maniaindividual.html/js/sweetalert.min.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/maniaindividual.html/js/sweetalert.min.js	(from https://anotapedidosonline.com/produtos/maniaindividual.html/index.html)
00:56:50	51376/51376	---M--	200	added ('OK')	image/jpeg	etag:%22c8b0-68a9bb8a-81bcc214b48f3330;;;%22	https://anotapedidosonline.com/produtos/classicmania.html/images/logo.jpg	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/classicmania.html/images/logo.jpg	(from https://anotapedidosonline.com/produtos/classicmania.html/index.html)
00:56:51	34653/34653	---MCZ	200	added ('OK')	text/css	etag:W/%22875d-68a9bb8a-141deec5defb6dcd;br%22	https://anotapedidosonline.com/produtos/classicmania.html/css/delivry.css	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/classicmania.html/css/delivry.css	(from https://anotapedidosonline.com/produtos/classicmania.html/index.html)
00:56:52	4511/4511	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Apr%202025%2007:30:36%20GMT	https://anotapedidosonline.com/produtos/classicmania.html/link.href,%20window.location.origin	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/classicmania.html/link.href,%20window.location.origin	(from https://anotapedidosonline.com/produtos/classicmania.html/index.html)
00:56:52	1464945/1464945	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22165a71-68a9bb8b-9aae12494fadfea2;br%22	https://anotapedidosonline.com/produtos/maniaindividual.html/js/all.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/maniaindividual.html/js/all.js	(from https://anotapedidosonline.com/produtos/maniaindividual.html/index.html)
00:56:53	108928/108928	---M--	200	added ('OK')	image/jpeg	etag:%221a980-68a9bb8a-239507e66790f4af;;;%22	https://anotapedidosonline.com/produtos/classicmania.html/images/alice.jpg	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/classicmania.html/images/alice.jpg	(from https://anotapedidosonline.com/produtos/classicmania.html/index.html)
00:56:55	93432/93432	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2216cf8-68a9bb8a-7d2e22dc044d488d;br%22	https://anotapedidosonline.com/produtos/classicmania.html/js/jquery.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/classicmania.html/js/jquery.js	(from https://anotapedidosonline.com/produtos/classicmania.html/index.html)
00:56:56	46834/46834	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22b6f2-68a9bb8a-837014058ecd31a3;br%22	https://anotapedidosonline.com/produtos/classicmania.html/js/deliveryProduto.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/classicmania.html/js/deliveryProduto.js	(from https://anotapedidosonline.com/produtos/classicmania.html/index.html)
00:56:57	4730/4730	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22127a-68a9bb8a-1e3ba2c44d64c824;br%22	https://anotapedidosonline.com/produtos/classicmania.html/js/jquery-mask.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/classicmania.html/js/jquery-mask.js	(from https://anotapedidosonline.com/produtos/classicmania.html/index.html)
00:56:59	40826/40826	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%229f7a-68a9bb8a-e4e507a738e1860c;br%22	https://anotapedidosonline.com/produtos/classicmania.html/js/sweetalert.min.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/classicmania.html/js/sweetalert.min.js	(from https://anotapedidosonline.com/produtos/classicmania.html/index.html)
00:56:59	51376/51376	---M--	200	added ('OK')	image/jpeg	etag:%22c8b0-68a9bb8a-8e0cc5d173c10f5b;;;%22	https://anotapedidosonline.com/produtos/bruxa.html/images/logo.jpg	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/bruxa.html/images/logo.jpg	(from https://anotapedidosonline.com/produtos/bruxa.html/index.html)
00:57:00	34653/34653	---MCZ	200	added ('OK')	text/css	etag:W/%22875d-68a9bb8a-78f71977e94ecef8;br%22	https://anotapedidosonline.com/produtos/bruxa.html/css/delivry.css	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/bruxa.html/css/delivry.css	(from https://anotapedidosonline.com/produtos/bruxa.html/index.html)
00:57:01	4511/4511	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Apr%202025%2007:30:36%20GMT	https://anotapedidosonline.com/produtos/bruxa.html/link.href,%20window.location.origin	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/bruxa.html/link.href,%20window.location.origin	(from https://anotapedidosonline.com/produtos/bruxa.html/index.html)
00:57:01	1464945/1464945	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22165a71-68a9bb8a-59919fada4c155d3;br%22	https://anotapedidosonline.com/produtos/classicmania.html/js/all.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/classicmania.html/js/all.js	(from https://anotapedidosonline.com/produtos/classicmania.html/index.html)
00:57:02	41844/41844	---M--	200	added ('OK')	image/jpeg	etag:%22a374-68a9bb8a-924ca083c648b417;;;%22	https://anotapedidosonline.com/produtos/bruxa.html/images/duplo.jpg	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/bruxa.html/images/duplo.jpg	(from https://anotapedidosonline.com/produtos/bruxa.html/index.html)
00:57:04	93432/93432	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2216cf8-68a9bb8a-8537764518870073;br%22	https://anotapedidosonline.com/produtos/bruxa.html/js/jquery.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/bruxa.html/js/jquery.js	(from https://anotapedidosonline.com/produtos/bruxa.html/index.html)
00:57:05	46834/46834	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22b6f2-68a9bb8a-4228988e1b225967;br%22	https://anotapedidosonline.com/produtos/bruxa.html/js/deliveryProduto.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/bruxa.html/js/deliveryProduto.js	(from https://anotapedidosonline.com/produtos/bruxa.html/index.html)
00:57:06	4730/4730	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22127a-68a9bb8a-8f00b116acaddad0;br%22	https://anotapedidosonline.com/produtos/bruxa.html/js/jquery-mask.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/bruxa.html/js/jquery-mask.js	(from https://anotapedidosonline.com/produtos/bruxa.html/index.html)
00:57:08	40826/40826	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%229f7a-68a9bb8a-bad712f0948fd1ad;br%22	https://anotapedidosonline.com/produtos/bruxa.html/js/sweetalert.min.js	/Users/victorduarte/Desktop/site-copiado/anotapedidosonline.com/produtos/bruxa.html/js/sweetalert.min.js	(from https://anotapedidosonline.com/produtos/bruxa.html/index.html)
